id,make_brand,model,size
633,Gehl-Manitou,"GEHLMAX MB1355",320x40x100
634,Gehl-Manitou,"GEHLMAX MD245",320x40x100
635,Hitachi,EX7,180x36x72
636,Hitachi,EX08,180x37x72
637,Hitachi,EX8-1,180x37x72
638,Hitachi,EX8-2,180x37x72
639,Hitachi,EX8-2B,180x37x72
640,Hitachi,ZX8-2,180x37x72
641,Hitachi,EX8,180x37x72
642,Hitachi,EX8-1,180x37x72
643,Hitachi,EX8-2,180x37x72
644,Hitachi,EX8-2B,180x37x72
645,Hitachi,EX10U,180x40x72
646,Hitachi,EX10UX,180x40x72
647,Hitachi,ZX10U,180x41x72
648,Hitachi,ZX10U-2,180x41x72
649,Hitachi,EX15SR,200x42x72
650,Hitachi,HE10,230x42x72
651,Hitachi,"EX12 (Old)",230x42x72
652,Hitachi,EX14,230x42x72
653,Hitachi,EX14SR,230x42x72
654,Hitachi,HE10,230x42x72
655,Hitachi,ME15S,230x42x72
656,Hitachi,UE004,230x42x72
657,Hitachi,UE10,230x42x72
658,Hitachi,UE12,230x42x72
659,Hitachi,"UE15 (42L)",230x42x72
660,Hitachi,"UE15 (43L)",230x43x72
661,Hitachi,"UE15SR (42L)",230x42x73
662,Hitachi,"UE15SR (43L)",230x43x73
663,Hitachi,EX12-1,230x31x96
664,Hitachi,EX12-2,230x31x96
665,Hitachi,EX15,230x31x96
666,Hitachi,EX15-1,230x31x96
667,Hitachi,EX15-2,230x31x96
668,Hitachi,EX15U,230x31x96
669,Hitachi,EX16,230x31x96
670,Hitachi,"EX12 (NEW)",230x31x96
671,Hitachi,SH15-2,230x31x96
672,Hitachi,ZX14-3,230x31x96
673,Hitachi,EX16-2,230x33x96
674,Hitachi,EX17,230x33x96
675,Hitachi,EX17-2,230x33x96
676,Hitachi,EX17-2B,230x33x96
677,Hitachi,HE15,230x33x96
678,Hitachi,HE15,230x33x96
679,Hitachi,16,230x33x96
680,Hitachi,18,230x33x96
681,Hitachi,ME15,230x33x96
682,Hitachi,ZX16,230x33x96
683,Hitachi,ZX16YLR,230x33x96
684,Hitachi,ZX18,230x33x96
685,Hitachi,"Zaxis 16",230x33x96
686,Hitachi,"Zaxis 18",230x33x96
687,Hitachi,EX15UR,230x35x96
688,Hitachi,EX17U,230x35x96
689,Hitachi,ZX17U-2YLR,230x35x96
690,Hitachi,EX20U,250x41x96
691,Hitachi,EX20U-1,250x41x96
692,Hitachi,ZX16-3,230x66x48
693,Hitachi,ZX17U-2,230x70x48
694,Hitachi,ZX17U-5,230x70x48
695,Hitachi,ZX18-3,230x70x48
696,Hitachi,ZX19U-5,230x70x48
697,Hitachi,25,250x73x52.5N
698,Hitachi,EX18-2,250x73x52.5N
699,Hitachi,EX20-2,250x73x52.5N
700,Hitachi,EX21,250x73x52.5N
701,Hitachi,EX22,250x73x52.5N
702,Hitachi,EX22-1,250x73x52.5N
703,Hitachi,EX22-2,250x73x52.5N
704,Hitachi,ZX25,250x73x52.5N
705,Hitachi,ZX25CLR,250x73x52.5N
706,Hitachi,EX20U-3,250x76x52.5N
707,Hitachi,EX20UR,250x76x52.5N
708,Hitachi,EX20UR-1,250x76x52.5N
709,Hitachi,EX20UR-3,250x77x52.5N
710,Hitachi,ZX22U,250x77x52.5N
711,Hitachi,ZX22U-2,250x77x52.5N
712,Hitachi,EX24U,300x76x52.5N
713,Hitachi,"EX30UR (76L)",300x76x52.5N
714,Hitachi,EX25-2,300x77x52.5N
715,Hitachi,EX25U,300x78x52.5N
716,Hitachi,EX27U,300x78x52.5N
717,Hitachi,EX29U,300x78x52.5N
718,Hitachi,EX29UR,300x78x52.5N
719,Hitachi,ZX27U,300x78x52.5N
720,Hitachi,ZX26U-5,300x80x52.5N
721,Hitachi,ZX27U-2,300x80x52.5N
722,Hitachi,ZX27U-3,300x80x52.5N
723,Hitachi,ZX29U,300x80x52.5N
724,Hitachi,30,300x82x52.5N
725,Hitachi,35,300x82x52.5N
726,Hitachi,ZX30,300x82x52.5N
727,Hitachi,ZX35,300x82x52.5N
728,Hitachi,EX30UR-3,300x82x52.5N
729,Hitachi,EX32U,300x82x52.5N
730,Hitachi,EX33Mu,300x82x52.5N
731,Hitachi,EX35-2,300x82x52.5N
732,Hitachi,EX36U,300x82x52.5N
733,Hitachi,EX30-2,300x82x52.5N
734,Hitachi,"EX30UR (82L)",300x82x52.5N
735,Hitachi,"EX30(Check Size)",300x82x52.5N
736,Hitachi,UE30,300x84x52.5
737,Hitachi,30U,300x86x52.5N
738,Hitachi,35U,300x86x52.5N
739,Hitachi,ZX30U,300x86x52.5N
740,Hitachi,ZX30U-2,300x86x52.5N
741,Hitachi,ZX30U-3F,300x86x52.5N
742,Hitachi,ZX33U,300x86x52.5N
743,Hitachi,ZX33U-3,300x86x52.5N
744,Hitachi,ZX33U-5,300x86x52.5N
745,Hitachi,ZX35U-2,300x86x52.5N
746,Hitachi,ZX35U-3,300x86x52.5N
747,Hitachi,ZX35U-5,300x86x52.5N
748,Hitachi,ZX38U,300x86x52.5N
749,Hitachi,ZX38U-3,300x86x52.5N
750,Hitachi,ZX38U-5,300x86x52.5N
751,Hitachi,EX35U,300x86x52.5N
752,Hitachi,EX25,300x74x55N
753,Hitachi,EX25-1,300x74x55N
754,Hitachi,EX30UR-1,300x74x55N
755,Hitachi,EX30UR-2,300x74x55N
756,Hitachi,"EX30(Check Size)",300x80x55
757,Hitachi,EX30-1,300x80x55N
758,Hitachi,EX30U,300x80x55
759,Hitachi,EX33U,300x80x55
760,Hitachi,EX33U-3,300x80x55
761,Hitachi,SH30-2,300x80x55N
762,Hitachi,EX35,300x82x55N
763,Hitachi,EX35-1,300x82x55
764,Hitachi,EX40UR,300x82x55N
765,Hitachi,EX40UR-1,300x82x55N
766,Hitachi,EX40UR-2,300x82x55N
767,Hitachi,EX40URG,300x82x55N
768,Hitachi,"UE20 (Check Size)",320x38x100
769,Hitachi,HM20,320x38x100
770,Hitachi,HM25,320x40x100
771,Hitachi,UE25,320x40x100
772,Hitachi,UE30,320x44x100
773,Hitachi,"UE20 (Check Size)",300x35x109
774,Hitachi,EX24,300x35x109
775,Hitachi,EX26,300x37x109
776,Hitachi,EX27,300x37x109
777,Hitachi,EX33,300x41x109
778,Hitachi,UE35,300x42x109
779,Hitachi,UE40,350x42x109
780,Hitachi,40,400x72x72.5W
781,Hitachi,40U,400x72x72.5W
782,Hitachi,50,400x72x72.5W
783,Hitachi,50U,400x72x72.5W
784,Hitachi,50U-2,400x72x72.5W
785,Hitachi,55U,400x72x72.5W
786,Hitachi,EX40,400x72x72.5W
787,Hitachi,EX40-2,400x72x72.5W
788,Hitachi,EX40U,400x72x72.5W
789,Hitachi,EX45,400x72x72.5W
790,Hitachi,EX45-2,400x72x72.5W
791,Hitachi,EX50-1,400x37x142
792,Hitachi,EX50-2,400x72x72.5W
793,Hitachi,EX50U,400x72x72.5W
794,Hitachi,EX50UR,400x72x72.5W
795,Hitachi,EX50UR-2,400x72x72.5W
796,Hitachi,EX50URG,400x72x72.5W
797,Hitachi,"EX55 (Check Size)",400x72x72.5W
798,Hitachi,EX55UR,400x72x72.5W
799,Hitachi,EX55UR-2,400x72x72.5W
800,Hitachi,EX55UR-3,400x72x72.5W
801,Hitachi,EX55URG,400x37x142
802,Hitachi,SH40-2,400x72x72.5W
803,Hitachi,SH45-2,400x72x72.5W
804,Hitachi,UE45,400x72x72.5W
805,Hitachi,UE50,400x72x72.5W
806,Hitachi,ZX40,400x72x72.5W
807,Hitachi,ZX40U,400x72x72.5W
808,Hitachi,ZX50,400x72x72.5W
809,Hitachi,ZX50U,400x72x72.5W
810,Hitachi,ZX55U,400x72x72.5W
811,Hitachi,EX58,400x74x72.5W
812,Hitachi,EX58Mu,400x74x72.5W
813,Hitachi,ZX40U-2,400x74x72.5W
814,Hitachi,ZX40U-3,400x74x72.5W
815,Hitachi,ZX50U-5,400x74x72.5W
816,Hitachi,ZX55U-5,400x74x72.5W
817,Hitachi,ZX60U-3,400x74x72.5W
818,Hitachi,ZX60U-5,400x74x72.5W
819,Hitachi,ZX60USB,400x74x72.5W
820,Hitachi,ZX60USB-3,400x74x72.5W
821,Hitachi,ZX65U-5,400x74x72.5W
822,Hitachi,"EX55 (Check Size)",400x39x142
823,Hitachi,ZX48U-3,400x74x72.5N
824,Hitachi,ZX48U-5,400x74x72.5N
825,Hitachi,ZX50U,400x74x72.5N
826,Hitachi,ZX50U-2,400x74x72.5N
827,Hitachi,ZX50U-3,400x74x72.5N
828,Hitachi,ZX50U-5,400x74x72.5N
829,Hitachi,ZX52U,400x74x72.5N
830,Hitachi,70,450x78x81N
831,Hitachi,80,450x78x81N
832,Hitachi,85,450x78x81N
833,Hitachi,EX60LC,450x78x81N
834,Hitachi,EX60LC-5,450x78x81N
835,Hitachi,EX70U,450x78x81N
836,Hitachi,"EX75UR-3 (Check Size)",450x78x81N
837,Hitachi,EX75UR-5,450x78x81N
838,Hitachi,EX75US,450x78x81N
839,Hitachi,EX75US-7,450x78x81N
840,Hitachi,ZX70LC,450x78x81N
841,Hitachi,ZX80LC,450x78x81N
842,Hitachi,ZX85,450x78x81N
843,Hitachi,ZX85US,450x78x81N
844,Hitachi,ZX85US-3,450x78x81N
845,Hitachi,ZX85US-5A,450x78x81N
846,Hitachi,EX60URG,450x72x81W
847,Hitachi,EX60-2,450x72x81W
848,Hitachi,EX60-3A,450x72x81W
849,Hitachi,EX60LC-2,450x76x81W
850,Hitachi,EX60URG-2,450x76x81W
851,Hitachi,EX75-2,450x76x81W
852,Hitachi,EX75UR,450x76x81W
853,Hitachi,EX75UR-2,450x76x81W
854,Hitachi,"EX75UR-3 (Check Size)",450x76x81W
855,Hitachi,EX60,450x36x163
856,Hitachi,EX60UR,450x36x163
857,Hitachi,EX60-1,450x36x163
858,Hitachi,EX60-3,450x36x163
859,Hitachi,EX60LC-3,450x38x163
860,Hitachi,EX80U,450x76x81.5
861,Hitachi,ZX75US,450x76x81.5
862,Hitachi,EX100,500x78x92
863,Hitachi,EX100-1,500x78x92
864,Hitachi,EX100-2,500x78x92
865,Hitachi,EX100-3,500x78x92
866,Hitachi,EX100-5,500x78x92
867,Hitachi,EX105,500x78x92
868,Hitachi,EX120-2,500x84x92
869,Hitachi,EX120-5,500x84x92
870,Hitachi,EX135U,500x84x92
871,Hitachi,EX135UR,500x84x92
872,Hitachi,EX135VR,500x84x92
873,Hitachi,EX138UU,500x84x92
874,Hitachi,ZX135,500x84x92
875,IHI,IC-45-2,600x80x100
876,IHI,IC-75,700x98x100
877,IHI,IC-120,750x66x150
878,IHI,4J,180x33x72
879,IHI,IS4F,180x33x72
880,IHI,IS4FG,180x33x72
881,IHI,IS4FX,180x33x72
882,IHI,IS4GX,180x33x72
883,IHI,IS4GX-3,180x33x72
884,IHI,IS4J,180x33x72
885,IHI,9NX,180x37x72
886,IHI,9VX,180x37x72
887,IHI,IS07,180x37x72
888,IHI,7GX,180x37x72
889,IHI,7J,180x37x72
890,IHI,7JE,180x37x72
891,IHI,IS7F,180x37x72
892,IHI,IS7FX,180x37x72
893,IHI,IS7GX,180x37x72
894,IHI,IS7GX-2,180x37x72
895,IHI,IS7GX-3,180x37x72
896,IHI,IS7J,180x37x72
897,IHI,IS7P,180x37x72
898,IHI,12VXE,200x40x72
899,IHI,IS9UX,230x41x72
900,IHI,IS10,230x43x72
901,IHI,IS10C,230x43x72
902,IHI,IS10F,230x43x72
903,IHI,IS10FX,230x43x72
904,IHI,IS10G,230x43x72
905,IHI,IS10GX,230x43x72
906,IHI,IS10S,230x43x72
907,IHI,IS11X,230x43x72
908,IHI,IS12,230x43x72
909,IHI,IS12C,230x43x72
910,IHI,IS12G,230x43x72
911,IHI,IS12GX,230x43x72
912,IHI,IS12S,230x43x72
913,IHI,IS14,230x43x72
914,IHI,IS14G,230x43x72
915,IHI,IS14GX,230x43x72
916,IHI,IS14GX-2,230x43x72
917,IHI,IS14GX-3,230x43x72
918,IHI,IS14PX,230x43x72
919,IHI,10Z,230x47x72
920,IHI,12J,230x47x72
921,IHI,12JX,230x47x72
922,IHI,12NX,230x47x72
923,IHI,IS9UX-2,230x47x72
924,IHI,IS9UX-3,230x47x72
925,IHI,IS12JX,230x47x72
926,IHI,IS12NX,230x47x72
927,IHI,IS10Z,230x47x72
928,IHI,MC15,230x52x72
929,IHI,14NXT,230x32x96
930,IHI,15J,230x32x96
931,IHI,16N,230x32x96
932,IHI,17J,230x32x96
933,IHI,17JE,230x32x96
934,IHI,17NE,230x32x96
935,IHI,IS15J,230x32x96
936,IHI,IS17J,230x32x96
937,IHI,IS17JE,230x32x96
938,IHI,IS18J,230x35x96
939,IHI,15NX,230x35x96
940,IHI,16NXT,230x35x96
941,IHI,17VXE,230x35x96
942,IHI,18J,230x35x96
943,IHI,18N,230x35x96
944,IHI,18NXT,230x35x96
945,IHI,19VXT,230x35x96
946,IHI,20JX,250x40x96
947,IHI,20NX,250x40x96
948,IHI,20NX-2,250x40x96
949,IHI,20Z,250x40x96
950,IHI,IS18UJ,250x40x96
951,IHI,IS20JX,250x40x96
952,IHI,25J,300x72x52.5W
953,IHI,IS25G,300x72x52.5W
954,IHI,IS25GX,300x72x52.5W
955,IHI,IS25J,300x72x52.5W
956,IHI,25JX,300x76x52.5W
957,IHI,28J,300x76x52.5W
958,IHI,IS25JX,300x76x52.5W
959,IHI,IS25NX,300x76x52.5W
960,IHI,IS28G,300x76x52.5W
961,IHI,IS28G3,300x76x52.5W
962,IHI,IS28GX,300x76x52.5W
963,IHI,IS28J,300x76x52.5W
964,IHI,IS28JX,300x76x52.5W
965,IHI,IS28PX,300x76x52.5W
966,IHI,25NX,300x78x52.5W
967,IHI,25VX,300x78x52.5W
968,IHI,28N,300x78x52.5W
969,IHI,28N-2,300x78x52.5W
970,IHI,28N-3,300x78x52.5W
971,IHI,30J,300x80x52.5W
972,IHI,30UJ,300x80x52.5W
973,IHI,30Z,300x80x52.5W
974,IHI,IS28UX,300x80x52.5W
975,IHI,IS28UX-2,300x80x52.5W
976,IHI,IS30G,300x80x52.5W
977,IHI,IS30GX,300x80x52.5W
978,IHI,IS30GX-2,300x80x52.5W
979,IHI,IS30GX-3,300x80x52.5W
980,IHI,IS30J,300x80x52.5W
981,IHI,IS30UJ,300x80x52.5W
982,IHI,IS30UJ-2,300x80x52.5W
983,IHI,IS30Z,300x80x52.5W
984,IHI,30JX,300x84x52.5W
985,IHI,30NX,300x84x52.5W
986,IHI,30UX,300x84x52.5W
987,IHI,32J,300x84x52.5W
988,IHI,35J,300x84x52.5W
989,IHI,35N,300x84x52.5W
990,IHI,IS30JX,300x84x52.5W
991,IHI,IS30NX,300x84x52.5W
992,IHI,IS32J,300x84x52.5W
993,IHI,IS35G,300x84x52.5W
994,IHI,IS35G-1,300x84x52.5W
995,IHI,IS35G-2,300x84x52.5W
996,IHI,IS35GX,300x84x52.5W
997,IHI,IS35GX-1,300x84x52.5W
998,IHI,IS35GX-2,300x84x52.5W
999,IHI,IS35GX-3,300x84x52.5W
1000,IHI,IS35J,300x84x52.5W
1001,IHI,35FX,300x90x52.5W
1002,IHI,35JX,300x90x52.5W
1003,IHI,35NX,300x90x52.5W
1004,IHI,35NX-2,300x90x52.5W
1005,IHI,35UJ,300x90x52.5W
1006,IHI,38UJ,300x90x52.5W
1007,IHI,IS35JX,300x90x52.5W
1008,IHI,IS35NX,300x90x52.5W
1009,IHI,IS35UJ,300x90x52.5W
1010,IHI,IS38UJ,300x90x52.5W
1011,IHI,IS40UJ,300x90x52.5W
1012,IHI,IS40Z,300x90x52.5W
1013,IHI,40Z,300x90x52.5W
1014,IHI,30NX-2,300x82x55W
1015,IHI,30VX,300x82x55W
1016,IHI,IS30NX-2,300x82x55W
1017,IHI,35VX,300x88x55W
1018,IHI,IS20LX,300x37x109
1019,IHI,IS27,300x37x109
1020,IHI,IS27G,300x37x109
1021,IHI,IS27GX,300x37x109
1022,IHI,IS28,300x37x109
1023,IHI,IS28LX,300x37x109
1024,IHI,IS22UX,300x39x109
1025,IHI,22UX,300x39x109W
1026,IHI,28UX,300x39x109W
1027,IHI,IS38UX,300x39x109
1028,IHI,IS25,320x38x100
1029,IHI,IS25,320x38x100
1030,IHI,IS25S,320x38x100
1031,IHI,IS25S-2,320x38x100
1032,IHI,IS27F,320x40x100
1033,IHI,IS27FX,320x40x100
1034,IHI,IS27R,320x40x100
1035,IHI,38N,350x84x52.5
1036,IHI,T840,350x42x108
1037,IHI,40G-1,400x70x73
1038,IHI,40J,400x70x73
1039,IHI,40JX,400x70x73
1040,IHI,IS40J,400x70x73
1041,IHI,45J,400x72x73
1042,IHI,45J-2,400x72x73
1043,IHI,45UJ,400x72x73
1044,IHI,45UJ-2,400x72x73
1045,IHI,IS45J,400x72x73
1046,IHI,IS40JX,400x72x73
1047,IHI,IS45UJ,400x72x73
1048,IHI,IS55U-2,400x72x73
1049,IHI,IS55U-1,400x72x73
1050,IHI,40NX,400x70x73
1051,IHI,IS40G,400x70x73
1052,IHI,IS40GX,400x70x73
1053,IHI,IS40GX-2,400x70x73
1054,IHI,IS40GX-3,400x70x73
1055,IHI,40GX-2,400x72x72.5W
1056,IHI,45N,400x72x72.5W
1057,IHI,45NX,400x72x72.5W
1058,IHI,50NX,400x72x72.5W
1059,IHI,IS40NX,400x72x73
1060,IHI,IS45NX,400x72x73
1061,IHI,45V4,400x74x72.5W
1062,IHI,50J,400x74x73
1063,IHI,50UX,400x74x73
1064,IHI,50VX,400x74x72.5W
1065,IHI,50Z,400x74x73
1066,IHI,55J,400x74x73
1067,IHI,55J-2,400x74x73
1068,IHI,55N,400x74x73
1069,IHI,55UJ,400x74x73
1070,IHI,55UX,400x74x73
1071,IHI,55V4,400x74x72.5W
1072,IHI,55VX,400x74x72.5W
1073,IHI,55VX-3,400x74x72.5W
1074,IHI,60V4,400x74x72.5W
1075,IHI,IS50G,400x74x73
1076,IHI,IS50G3,400x74x73
1077,IHI,IS50GX,400x74x73
1078,IHI,IS50UJ,400x74x73
1079,IHI,IS50UX,400x74x73
1080,IHI,IS50Z,400x74x73
1081,IHI,IS55,400x74x73
1082,IHI,IS55G,400x74x73
1083,IHI,IS55G3,400x74x73
1084,IHI,IS55J,400x74x73
1085,IHI,IS55LX,400x74x73
1086,IHI,IS55N,400x74x73
1087,IHI,IS55UJ,400x74x73
1088,IHI,IS55UX,400x74x74
1089,IHI,65NX,400x82x73
1090,IHI,65UX,400x82x73
1091,IHI,65VX,400x82x73
1092,IHI,65VX-2,400x82x73
1093,IHI,65UJ,450x82x71
1094,IHI,70Z,450x82x71
1095,IHI,75NX,450x82x71
1096,IHI,75UJ,450x82x71
1097,IHI,80NX,450x82x71
1098,IHI,80NX-3,450x82x71
1099,IHI,80VX,450x82x71
1100,IHI,80VX-3,450x82x71
1101,IHI,IS65UJ,450x82x71
1102,IHI,IS65UJ3,450x82x71
1103,IHI,IS70Z,450x82x71
1104,IHI,IS75F,450x40x145
1105,IHI,IS75UJ,450x80x73
1106,IHI,IS80NX,450x80x73
1107,"JP Carlton",SP7015,230x42x96
1108,Kubota,SVL65-2,380x52x86
1109,Kubota,SVL75,385x52x86
1110,Kubota,SVL90C,450x58x86
1111,Kubota,SCL1000,250x43x72?
1112,Kubota,"KC40 (Dumper)",180x34x60
1113,Kubota,K007,180x36x72
1114,Kubota,KX007,180x36x72
1115,Kubota,"KH007 (36L)",180x36x72
1116,Kubota,KH21,180x36x72
1117,Kubota,"KH007 (37L)",180x37x72
1118,Kubota,KH07,180x37x72
1119,Kubota,U-008,180x37x72
1120,Kubota,U-10,180x40x72
1121,Kubota,U-10-3,180x40x72
1122,Kubota,"KC50 (Dumper)",200x34x72
1123,Kubota,"KC50 (Dumper)",200x39x72
1124,Kubota,KC51,200x39x72
1125,Kubota,"KC70 (Dumper)",200x39x72
1126,Kubota,"KC50LZ (Dumper)",200x39x72
1127,Kubota,"KH012 (Old)",200x42x72
1128,Kubota,KH012G,200x42x72
1129,Kubota,KH012HG,200x42x72
1130,Kubota,KH05,200x42x72
1131,Kubota,KH28,200x42x72
1132,Kubota,KH31,200x42x72
1133,Kubota,KH35,200x42x72
1134,Kubota,KH36,200x42x72
1135,Kubota,KH37,200x42x72
1136,Kubota,KH5HC,200x42x72
1137,Kubota,KH12,200x42x72
1138,Kubota,KH38,200x42x72
1139,Kubota,KH014,230x42x72
1140,Kubota,KH014G,230x42x72
1141,Kubota,KH041,230x42x72
1142,Kubota,KH120,230x42x72
1143,Kubota,"KH41 (72P)",230x42x72
1144,Kubota,KH41R,230x42x72
1145,Kubota,"KH50 (72P)",230x42x72
1146,Kubota,"KH55 (230x42x72)",230x42x72
1147,Kubota,KH55G,230x42x72
1148,Kubota,KH55R,230x42x72
1149,Kubota,KH55S,230x42x72
1150,Kubota,KH55X,230x42x72
1151,Kubota,KH14,230x42x72
1152,Kubota,KH14G,230x42x72
1153,Kubota,"KC120 Dumper",230x46x72
1154,Kubota,KC140,250x45x72
1155,Kubota,"KC120 (Dumper)",250x45x72
1156,Kubota,"KC50 (Dumper)",250x46x72
1157,Kubota,"KC110H (Dumper)",250x48x72
1158,Kubota,"KC110H Dumper",250x48x72
1159,Kubota,"KC110HR Dumpber",250x48x72
1160,Kubota,"KC100H Dumper",250x50x72
1161,Kubota,"KC120H Dumper",250x50x72
1162,Kubota,K013,200x30x96
1163,Kubota,K015,200x30x96
1164,Kubota,KN36,200x30x96
1165,Kubota,KX12,200x30x96
1166,Kubota,"KH012 (New)",230x30x96
1167,Kubota,"KH41 (96P)",230x30x96
1168,Kubota,"KH50 (96P)",230x30x96
1169,Kubota,KX012,230x30x96
1170,Kubota,KX041,230x30x96
1171,Kubota,KX014,230x30x96
1172,Kubota,KX41,230x30x96
1173,Kubota,KX41-2,230x30x96
1174,Kubota,KX41HG,230x30x96
1175,Kubota,KX41L,230x30x96
1176,Kubota,KX015-4,230x32x96
1177,Kubota,KX016-4,230x32x96
1178,Kubota,KX41-2S,230x32x96
1179,Kubota,KX41-2SC,230x32x96
1180,Kubota,KX41-3S,230x32x96
1181,Kubota,KX41-3SGL,230x32x96
1182,Kubota,"KX41-3V (2009)",230x35x96
1183,Kubota,KX41-2SV,230x35x96
1184,Kubota,KX41-2V,230x35x96
1185,Kubota,KX41-2VC,230x35x96
1186,Kubota,"KX41-3 (S/N:20972)",230x35x96
1187,Kubota,KX41-3VGL,230x35x96
1188,Kubota,U-15,230x35x96
1189,Kubota,U-15-3,230x35x96
1190,Kubota,U-20,250x41x96
1191,Kubota,KX018-4,230x70x48
1192,Kubota,"KX41-3 (S/N:30001)",230x70x48
1193,Kubota,"KX41-3V (2010 and Up)",230x70x48
1194,Kubota,U-17,230x70x48
1195,Kubota,U-17-3,230x70x48
1196,Kubota,U-20-3,250x84x47
1197,Kubota,U-20-3V,250x84x47
1198,Kubota,U-20-3VHG,250x84x47
1199,Kubota,RX202,250x41xx96K
1200,Kubota,KH021,250x35x109
1201,Kubota,"KH55 ",250x35x109
1202,Kubota,KN51,250x35x109
1203,Kubota,KX51,250x35x109
1204,Kubota,KX61,250x35x109
1205,Kubota,KX021,250x35x109
1206,Kubota,KX024,250x35x109
1207,Kubota,KX61,250x35x109
1208,Kubota,KH021HG,250x35x109
1209,Kubota,KH51,250x35x109
1210,Kubota,KH52,250x35x109
1211,Kubota,RX201,250x37x109
1212,Kubota,K020,250x37x109
1213,Kubota,K022,250x37x109
1214,Kubota,KX021,250x37x109
1215,Kubota,KX021UR,250x37x109
1216,Kubota,KX61-2,250x37x109
1217,Kubota,KX61-2S,250x37x109
1218,Kubota,U-30,300x84x52.5W
1219,Kubota,U-30-1,300x84x52.5W
1220,Kubota,U-30-2,300x84x52.5W
1221,Kubota,U-30HG,300x84x52.5W
1222,Kubota,U-35,300x84x52.5W
1223,Kubota,U-35-3HG,300x84x52.5W
1224,Kubota,U-35HG,300x84x52.5W
1225,Kubota,UX30,300x84x52.5W
1226,Kubota,RX302,300x84x52.5W
1227,Kubota,U-30-5S,300x84x52.5K
1228,Kubota,U-30-6S,300x84x52.5K
1229,Kubota,KH024,300x35x109N
1230,Kubota,KH026,300x35x109N
1231,Kubota,KH026G,300x35x109N
1232,Kubota,KH121,300x35x109N
1233,Kubota,"KH60 (Check links)",300x35x109N
1234,Kubota,"KH66 (Check links)",300x35x109N
1235,Kubota,"KH71 (Check links)",300x35x109N
1236,Kubota,KX026,300x35x109N
1237,Kubota,KX71,300x35x109N
1238,Kubota,KH61,300x35x109N
1239,Kubota,K025,300x37x109N
1240,Kubota,KH02,300x37x109N
1241,Kubota,KH024,300x37x109N
1242,Kubota,KH026,300x37x109N
1243,Kubota,KH027,300x37x109N
